x
524.2785793
524.8053652
526.3802412
528.9867066
532.5970834
537.17227
542.6614342
549.0016864
556.1177797
563.9218995
572.3136105
581.1800372
590.3963578
599.8266888
609.3254303
618.739127
627.9088753
636.6732739
644.8718776
652.3490677
658.958206
664.5658982
669.056157
672.3342374
674.3299152
675
674.3299152
672.3342374
669.056157
664.5658982
658.958206
652.3490677
644.8718776
636.6732739
627.9088753
618.739127
609.3254303
599.8266888
590.3963578
581.1800372
572.3136105
563.9218995
556.1177797
549.0016864
542.6614342
537.17227
532.5970834
528.9867066
526.3802412
524.8053652
524.2785793
524.8053652
526.3802412
528.9867066
532.5970834
537.17227
542.6614342
549.0016864
556.1177797
563.9218995
572.3136105
581.1800372
590.3963578
599.8266888
609.3254303
618.739127
627.9088753
636.6732739
644.8718776
652.3490677
658.958206
664.5658982
669.056157
672.3342374
674.3299152
675
674.3299152
672.3342374
669.056157
664.5658982
658.958206
652.3490677
644.8718776
636.6732739
627.9088753
618.739127
609.3254303
599.8266888
590.3963578
581.1800372
572.3136105
563.9218995
556.1177797
549.0016864
542.6614342
537.17227
532.5970834
528.9867066
526.3802412
524.8053652
524.2785793

